Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,DQR,Nom et code,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation
13147,13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)",2.46,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.) (13147)",0.042578543,0.00020208694,0.052841736,0.024194184,0.0090871221,0.0024548656000000003
11035,11035,aides culinaires et ingrédients divers,herbes,"Origan, séché","Oregano, dried",3.75,"Origan, séché (11035)",0.32907675999999997,0,0.050708750999999996,0.014027202,0.0045028964,0
11049,11049,aides culinaires et ingrédients divers,épices,Paprika,Paprika,4.31,Paprika (11049),1.3030694999999999,0.028463817,0.050708750999999996,0.036827025,0.0045028964,0
11061,11061,aides culinaires et ingrédients divers,épices,"Pavot, graine","Poppy, seed",3.75,"Pavot, graine (11061)",0.38760742,0,0.050708750999999996,0.01402702,0.0045028964,0
11014,11014,aides culinaires et ingrédients divers,herbes,"Persil, frais","Parsley, fresh",2.99,"Persil, frais (11014)",0.14402946,0,0.024320921,0.011451974,0.004953186,0.0012272987
11024,11024,aides culinaires et ingrédients divers,herbes,"Persil, séché","Parsley, dried",2.99,"Persil, séché (11024)",0.6494419300000001,0,0.050708750999999996,0.014027202,0.0045028964,0
25525,25525,aides culinaires et ingrédients divers,aides culinaires,"Pizza, sauce garniture pour",Topping sauce for pizza,3.19,"Pizza, sauce garniture pour (25525)",0.082123727,0.032739900999999995,0.010959245999999999,0.015897768,0.004831530299999999,0
11019,11019,aides culinaires et ingrédients divers,épices,"Poivre blanc, poudre","White pepper, powder",4.31,"Poivre blanc, poudre (11019)",1.3030694999999999,0.028463817,0.050708750999999996,0.036827025,0.0045028964,0
11088,11088,aides culinaires et ingrédients divers,épices,Poivre de Cayenne ou piment de Cayenne,Cayenne pepper,4.31,Poivre de Cayenne ou piment de Cayenne (11088),1.3030694999999999,0.028463817,0.050708750999999996,0.036827025,0.0045028964,0
11015,11015,aides culinaires et ingrédients divers,épices,"Poivre noir, poudre","Black pepper, powder",2.34,"Poivre noir, poudre (11015)",1.3030694999999999,0.028868475,0.050708750999999996,0.036827025,0.0045028964,0
11214,11214,aides culinaires et ingrédients divers,aides culinaires,"Préparation culinaire à base de soja, type ""crème de soja""","Soy ""cream"" preparation",2.09,"Préparation culinaire à base de soja, type ""crème de soja"" (11214)",0.07645678900000001,0.039479345000000006,0.010959245999999999,0.013794747000000001,0.004831530299999999,0
11056,11056,aides culinaires et ingrédients divers,épices,Quatre épices,Mix of 4 spices,2.79,Quatre épices (11056),0.7872997700000001,0.016775025,0.050708750999999996,0.035716056,0.0045028964,0
11016,11016,aides culinaires et ingrédients divers,herbes,"Raifort, cru","Horseradish, fresh",3.75,"Raifort, cru (11016)",0.034648849,0,0.027220866,0.013011423,0.0056286204,0.0032877508999999997
11068,11068,aides culinaires et ingrédients divers,herbes,"Romarin, frais","Rosemary, fresh",3.75,"Romarin, frais (11068)",0.082932651,0,0.027220866,0.013011423,0.0056286204,0.0032877508999999997
11036,11036,aides culinaires et ingrédients divers,herbes,"Romarin, séché","Rosemary, dried",3.75,"Romarin, séché (11036)",0.32907675999999997,0,0.050708750999999996,0.014027202,0.0045028964,0
11039,11039,aides culinaires et ingrédients divers,épices,Safran,Saffron,3.75,Safran (11039),1.3030694999999999,0.028463817,0.050708750999999996,0.036827025,0.0045028964,0
11062,11062,aides culinaires et ingrédients divers,herbes,"Sarriette, séchée","Savory, dried",3.75,"Sarriette, séchée (11062)",0.32907675999999997,0,0.050708750999999996,0.014027202,0.0045028964,0
11159,11159,aides culinaires et ingrédients divers,sauces,Sauce à la crème,Cream sauce,2.9,Sauce à la crème (11159),0.13497020999999998,0.062259881,0.019548837,0.015480529000000002,0.0092699714,0.0065094483
11161,11161,aides culinaires et ingrédients divers,sauces,Sauce à la crème aux épices,Cream sauce with spices,2.82,Sauce à la crème aux épices (11161),0.13812163,0.05879674,0.019548837,0.017291364,0.0092699714,0.0065094483
11162,11162,aides culinaires et ingrédients divers,sauces,Sauce à la crème aux herbes,Cream sauce with herbs,3.22,Sauce à la crème aux herbes (11162),0.13812163,0.05879674,0.019548837,0.017291364,0.0092699714,0.0065094483
11122,11122,aides culinaires et ingrédients divers,sauces,"Sauce à l'échalote à la crème, préemballée","Cream sauce with shallots, prepacked",2.82,"Sauce à l'échalote à la crème, préemballée (11122)",0.12164066,0.057893744,0.019548837,0.01595125,0.0092699714,0.0065094483
11163,11163,aides culinaires et ingrédients divers,sauces,"Sauce aigre douce, préemballée","Sweet and sour sauce, prepacked",2.78,"Sauce aigre douce, préemballée (11163)",0.06359880600000001,0.040636626,0.027570043,0.020012914,0.0092699714,0.0065094483
11168,11168,aides culinaires et ingrédients divers,sauces,"Sauce aïoli, préemballée","Aioli sauce (garlic and olive oil mayonnaise), prepacked",2.49,"Sauce aïoli, préemballée (11168)",0.47347745999999996,0.03864204,0.019548837,0.025650565,0.0092699714,0.0024548656000000003
11167,11167,aides culinaires et ingrédients divers,sauces,"Sauce américaine, préemballée","American-style sauce, prepacked",2.11,"Sauce américaine, préemballée (11167)",0.21945277000000002,0.09733112099999999,0.019554843,0.016842889,0.0092699714,0.0024548656000000003
11111,11111,aides culinaires et ingrédients divers,sauces,"Sauce armoricaine, préemballée","Armorican-style sauce, prepacked",2.18,"Sauce armoricaine, préemballée (11111)",0.21945277000000002,0.09733112099999999,0.019554843,0.016842889,0.0092699714,0.0065094483
